resourceFor,openUrl,need_optimization,attachments_md5,_rev,openWith,id,subject,Medium,author,sum,fromLevel,rev,Collection,filename, uploadDate,hidden,Publisher,description,Level,views,toLevel,linkToLicense,addedBy,isWelcomeVideo,uploadDate,openWhichFile,articleDate,kind,ok,language,resourceType,title,_attachments,timesRated,Tag,Year,_id,averageRating
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,None,list,None,None,None,None,unicode,None,None,unicode,list,None,None,None,None,None,None,list,None,list,unicode,None,list,None,unicode,dict,None,list,list,unicode,None
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,None,list,None,None,None,None,unicode,None,None,unicode,list,None,None,None,None,None,None,list,None,list,unicode,None,list,None,unicode,dict,None,list,list,unicode,None
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,None,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,int,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,int,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,int,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,int,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,None,unicode,None,None,None,None,unicode,None,None,unicode,list,None,None,None,None,None,None,list,None,list,unicode,None,list,None,unicode,None,None,list,unicode,unicode,None
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,int,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,int,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,int,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,int,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,int,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,None,None,unicode,unicode,unicode,list,None,list,None,None,None,None,unicode,None,None,unicode,list,None,None,None,None,None,None,list,None,list,unicode,None,list,None,unicode,dict,None,list,unicode,unicode,None
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,int,None,None,unicode,int,None,unicode,list,list,None,int,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
None,None,bool,None,unicode,unicode,unicode,list,unicode,unicode,None,None,None,None,unicode,None,None,unicode,list,list,None,None,None,unicode,None,unicode,None,unicode,unicode,None,unicode,None,unicode,dict,None,list,unicode,unicode,unicode
